,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,AgeOfHouse,YearsSinceRenov,TotalBathNum,PorchSize,IsBasement,IsFirePlace,IsGarage
1309,1310,3.044522437723423,RL,4.23410650459726,8.875426919818963,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.48863636973214,TA,TA,CBlock,Gd,TA,No,GLQ,7.090909822079984,Unf,0.0,4.3694478524670215,7.153833801578843,GasA,Gd,Y,SBrkr,7.166265974133638,0.0,0.0,7.166265974133638,1.0,0.0,2,0,3,0.6931471805599453,Gd,1.9459101490553128,Typ,0.0,,Attchd,1991.0,RFn,2.0,496.0,TA,TA,Y,4.727387818712341,3.951243718581428,0.0,0.0,0.0,0.0,0.0,6,2008,WD,Normal,17,17,3.0,3.951243718581428,True,False,True
1310,1311,3.044522437723423,RL,4.61512051684126,9.770013301136158,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,7.249215057114389,Unf,0.0,6.208590026096629,7.551186867296149,GasA,TA,Y,SBrkr,7.551186867296149,0.0,0.0,7.551186867296149,1.0,0.0,2,0,3,0.6931471805599453,Ex,2.079441541679836,Typ,1.0986122886681098,TA,Attchd,1959.0,Fin,2.0,567.0,TA,TA,Y,0.0,5.337538079701318,5.093750200806762,0.0,0.0,0.0,0.0,5,2010,WD,Normal,51,8,3.0,10.431288280508081,True,True,True
1311,1312,3.044522437723423,RL,4.23410650459726,9.08421009483197,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.394449154672439,Gd,TA,PConc,Gd,TA,No,GLQ,6.83087423464618,Unf,0.0,5.857933154483459,7.150701457592526,GasA,Ex,Y,SBrkr,7.150701457592526,0.0,0.0,7.150701457592526,1.0,0.0,2,0,3,0.6931471805599453,Gd,1.9459101490553128,Typ,0.0,,Attchd,2005.0,RFn,2.0,508.0,TA,TA,Y,5.579729825986222,4.59511985013459,0.0,0.0,0.0,0.0,0.0,1,2007,New,Partial,2,0,3.0,4.59511985013459,True,False,True
1312,1313,4.110873864173311,RL,4.23410650459726,9.166701914946351,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.820082930352362,Gd,TA,PConc,Ex,TA,No,GLQ,6.180016653652572,Unf,0.0,6.879355804460439,7.282073658093465,GasA,Ex,Y,SBrkr,7.282073658093465,7.213768308118642,0.0,7.941295570906532,0.0,0.0,2,1,4,0.6931471805599453,Gd,2.302585092994046,Typ,0.6931471805599453,Ex,Attchd,1990.0,RFn,2.0,750.0,Gd,Gd,Y,6.2166061010848646,0.0,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal,17,17,3.0,0.0,True,True,True
1313,1314,4.110873864173311,RL,4.691347882229144,9.6006918422743,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.111987788356544,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.239932591320469,7.239932591320469,GasA,Ex,Y,SBrkr,7.260522598089852,7.071573364211532,0.0,7.863266724009573,0.0,0.0,2,1,4,0.6931471805599453,Gd,2.3978952727983707,Typ,0.6931471805599453,TA,BuiltIn,1999.0,Fin,3.0,779.0,TA,TA,Y,6.505784060128229,3.4339872044851463,0.0,0.0,0.0,0.0,0.0,5,2010,WD,Normal,11,11,3.0,3.4339872044851463,True,True,True
1314,1315,3.044522437723423,RL,4.110873864173311,9.010791269515602,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.597145701886651,Unf,0.0,5.37989735354046,6.855408798609928,GasA,Ex,Y,SBrkr,6.855408798609928,0.0,0.0,6.855408798609928,1.0,0.0,1,0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.6931471805599453,TA,Detchd,1956.0,Unf,1.0,280.0,TA,TA,Y,0.0,3.610917912644224,0.0,0.0,0.0,0.0,0.0,10,2007,WD,Normal,53,53,2.0,3.610917912644224,True,True,True
1315,1316,4.110873864173311,RL,4.454347296253507,9.312535884290853,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,6.2166061010848646,LwQ,5.6240175061873385,5.176149732573829,6.859614903654202,GasA,TA,Y,SBrkr,6.996681488176539,6.928537818164665,0.0,7.655864017616056,0.0,0.0,2,1,4,0.6931471805599453,TA,2.302585092994046,Typ,1.0986122886681098,Gd,Attchd,1969.0,Unf,2.0,576.0,TA,TA,Y,5.638354669333745,0.0,0.0,0.0,0.0,0.0,0.0,6,2008,WD,Normal,39,39,3.0,0.0,True,True,True
1316,1317,3.044522437723423,RL,4.127134385045092,9.232786560806012,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,5.602118820879701,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,7.392031567514591,7.392031567514591,GasA,Ex,Y,SBrkr,7.396948602621014,0.0,0.0,7.396948602621014,1.0,0.0,2,0,3,0.6931471805599453,Ex,2.19722457733622,Typ,0.6931471805599453,Gd,Attchd,2008.0,RFn,3.0,860.0,TA,TA,Y,5.153291594497779,3.7612001156935615,0.0,0.0,0.0,0.0,0.0,1,2009,WD,Normal,1,1,3.0,3.7612001156935615,True,True,True
1317,1318,4.795790545596741,FV,3.871201010907891,8.350193650720067,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0.0,Unf,0.0,7.210079628170788,7.210079628170788,GasA,Ex,Y,SBrkr,7.210079628170788,0.0,0.0,7.210079628170788,0.0,0.0,2,0,2,0.6931471805599453,Gd,1.791759469228055,Typ,0.6931471805599453,Gd,Attchd,2006.0,RFn,2.0,466.0,TA,TA,Y,0.0,5.488937726156687,0.0,0.0,0.0,0.0,0.0,4,2007,New,Partial,1,0,2.0,5.488937726156687,True,True,True
1318,1319,3.044522437723423,RL,4.23410650459726,9.601165503344832,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.187385805840755,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,7.469654172932128,7.469654172932128,GasA,Ex,Y,SBrkr,7.488852955733459,0.0,0.0,7.488852955733459,0.0,0.0,2,0,3,0.6931471805599453,Gd,2.079441541679836,Typ,0.6931471805599453,TA,Attchd,2001.0,RFn,3.0,748.0,TA,TA,Y,5.293304824724492,5.017279836814924,0.0,0.0,0.0,0.0,0.0,8,2006,WD,Normal,5,4,2.0,5.017279836814924,True,True,True
1319,1320,3.044522437723423,RL,4.330733340286331,9.231710397712376,Pave,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.890349128221754,TA,TA,PConc,TA,TA,No,ALQ,6.20050917404269,Unf,0.0,5.921578419643816,6.762729506931879,GasA,Ex,Y,SBrkr,6.855408798609928,0.0,0.0,6.855408798609928,0.0,0.0,1,0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,,Attchd,1954.0,Unf,1.0,248.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2007,WD,Normal,53,53,1.0,0.0,True,False,True
1320,1321,3.044522437723423,RL,4.262679877041316,9.036106025364846,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,5.247024072160486,Rec,6.495265555937008,6.444131256700441,7.2991214627108,GasA,Gd,Y,SBrkr,7.2991214627108,0.0,0.0,7.2991214627108,1.0,0.0,1,1,3,0.6931471805599453,TA,1.9459101490553128,Typ,1.0986122886681098,Gd,Attchd,1957.0,RFn,2.0,442.0,TA,TA,Y,4.74493212836325,0.0,0.0,0.0,5.37989735354046,0.0,0.0,6,2009,WD,Normal,52,52,3.0,5.37989735354046,True,True,True
1321,1322,3.044522437723423,RL,4.23410650459726,8.799058378546453,Pave,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,Floor,TA,N,SBrkr,6.580639137284949,0.0,0.0,6.580639137284949,0.0,0.0,1,0,2,0.6931471805599453,TA,1.6094379124341005,Typ,0.0,,Detchd,1955.0,Unf,1.0,287.0,TA,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2008,WD,Normal,59,58,1.0,0.0,False,False,True
1322,1323,4.110873864173311,RL,4.68213122712422,9.228867676590069,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.51471269087253,Unf,0.0,4.343805421853684,6.621405651764134,GasA,Ex,Y,SBrkr,6.967909201801884,6.760414691083428,0.0,7.562161631225652,1.0,0.0,2,1,3,0.6931471805599453,Gd,2.19722457733622,Typ,0.6931471805599453,TA,Attchd,1992.0,RFn,2.0,564.0,TA,TA,Y,5.484796933490655,3.688879454113936,0.0,0.0,0.0,0.0,0.0,6,2010,WD,Normal,18,18,4.0,3.688879454113936,True,True,True
1323,1324,3.4339872044851463,RL,3.9318256327243257,8.581294116822761,Pave,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,,0.0,Fa,TA,CBlock,TA,TA,No,LwQ,5.638354669333745,Unf,0.0,4.948759890378168,6.042632833682381,GasA,Gd,Y,SBrkr,6.563855526532128,0.0,0.0,6.563855526532128,0.0,0.0,1,0,2,0.6931471805599453,Fa,1.791759469228055,Typ,0.0,,,0.0,,0.0,0.0,,,Y,5.10594547390058,0.0,0.0,0.0,0.0,0.0,0.0,12,2009,WD,Normal,69,59,1.0,0.0,True,False,False
1324,1325,3.044522437723423,RL,4.330733340286331,9.209039526243137,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,6.061456918928017,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,7.493317248862145,7.493317248862145,GasA,Ex,Y,SBrkr,7.493317248862145,0.0,0.0,7.493317248862145,0.0,0.0,2,0,2,0.6931471805599453,Gd,2.079441541679836,Typ,0.6931471805599453,Gd,Attchd,2007.0,RFn,3.0,895.0,TA,TA,Y,0.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,2,2007,New,Partial,1,0,2.0,3.912023005428146,True,True,True
1325,1326,3.4339872044851463,RM,3.713572066704308,8.19891444498699,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,6.680854678790215,6.680854678790215,GasA,Fa,N,SBrkr,6.680854678790215,0.0,0.0,6.680854678790215,0.0,0.0,1,0,2,0.6931471805599453,TA,1.791759469228055,Typ,0.0,,,0.0,,0.0,0.0,,,N,0.0,0.0,4.61512051684126,0.0,0.0,0.0,0.0,1,2008,WD,Normal,86,58,1.0,4.61512051684126,True,False,False
1326,1327,3.4339872044851463,RH,4.262679877041316,8.359603270841466,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,6.300785794663244,Unf,0.0,0.0,6.300785794663244,GasA,Ex,Y,SBrkr,6.652863029353347,0.0,0.0,6.652863029353347,0.0,0.0,1,0,3,0.6931471805599453,Gd,1.9459101490553128,Typ,0.0,,,0.0,,0.0,0.0,,,Y,0.0,0.0,5.659482215759621,0.0,0.0,0.0,0.0,5,2007,WD,Normal,76,1,1.0,5.659482215759621,True,False,False
1327,1328,3.044522437723423,RL,4.110873864173311,8.79497643168877,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,6.464588303689961,Unf,0.0,5.170483995038151,6.705639094860003,GasA,Ex,Y,SBrkr,6.705639094860003,0.0,0.0,6.705639094860003,0.0,0.6931471805599453,1,0,3,0.6931471805599453,Gd,1.791759469228055,Typ,0.6931471805599453,Ex,Attchd,1982.0,Unf,1.0,264.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2008,WD,Normal,26,0,1.6931471805599454,0.0,True,True,True
1328,1329,3.9318256327243257,RM,4.110873864173311,9.25349564229011,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,6.202535517187923,Unf,0.0,6.925595197110468,7.32052696227274,GasW,Ex,Y,SBrkr,7.368339686311381,7.097548850614793,0.0,7.934871565945177,0.0,0.0,2,0,5,0.6931471805599453,TA,2.19722457733622,Mod,1.0986122886681098,TA,Detchd,1920.0,Unf,2.0,520.0,Fa,TA,Y,0.0,6.306275286948016,0.0,0.0,6.175867270105761,0.0,7.048386408721883,6,2008,WD,Normal,88,58,2.0,12.482142557053777,True,True,True
1329,1330,4.110873864173311,RL,4.158883083359672,9.114379980830272,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.841615476477592,6.841615476477592,GasA,Gd,Y,SBrkr,6.862757913051401,6.519147287940395,0.0,7.398174092970465,0.0,0.0,2,1,3,0.6931471805599453,TA,2.19722457733622,Typ,0.6931471805599453,TA,Attchd,1998.0,Fin,2.0,462.0,TA,TA,Y,0.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal,8,8,3.0,3.367295829986474,True,True,True
1330,1331,3.044522437723423,RL,4.454347296253507,9.210440366976515,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,6.018593214496234,Gd,TA,PConc,Gd,Gd,Av,Unf,0.0,Unf,0.0,7.370860166536716,7.370860166536716,GasA,Ex,Y,SBrkr,7.370860166536716,0.0,0.0,7.370860166536716,0.0,0.0,2,0,3,0.6931471805599453,Gd,2.079441541679836,Typ,0.6931471805599453,Gd,Attchd,2006.0,RFn,3.0,825.0,TA,TA,Y,4.976733742420574,3.828641396489095,0.0,0.0,0.0,0.0,0.0,12,2007,WD,Normal,1,1,2.0,3.828641396489095,True,True,True
1331,1332,4.394449154672439,RL,4.02535169073515,9.285540604539118,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,6.182084906716632,Unf,0.0,6.061456918928017,6.815639990074331,GasA,Gd,Y,SBrkr,6.86171134048073,0.0,0.0,6.86171134048073,0.0,0.0,1,0,3,0.6931471805599453,TA,1.9459101490553128,Typ,0.0,,Detchd,1976.0,Unf,2.0,576.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,WD,Normal,30,30,1.0,0.0,True,False,True
1332,1333,3.044522437723423,RL,4.219507705176107,9.09133158539398,Pave,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,6.53813982376767,Unf,0.0,4.844187086458591,6.705639094860003,GasA,Ex,Y,SBrkr,6.705639094860003,0.0,0.0,6.705639094860003,1.0,0.0,1,0,2,0.6931471805599453,TA,1.3862943611198906,Typ,0.6931471805599453,Gd,Detchd,1958.0,Unf,1.0,288.0,Fa,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2009,WD,Normal,71,51,2.0,0.0,True,True,True
1333,1334,3.9318256327243257,RM,4.110873864173311,8.881975184248867,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.689599269178967,6.689599269178967,GasA,Ex,Y,SBrkr,6.689599269178967,6.324358962381311,0.0,7.215975002651466,0.0,0.0,1,1,2,0.6931471805599453,Gd,1.9459101490553128,Typ,0.0,,Detchd,1951.0,Unf,1.0,297.0,TA,TA,Y,0.0,4.189654742026425,5.25227342804663,0.0,0.0,0.0,0.0,7,2006,WD,Normal,68,11,2.0,9.441928170073055,True,False,True
1334,1335,5.081404364984463,RM,3.218875824868201,7.7702232041587855,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,,5.746203190540153,TA,TA,CBlock,TA,TA,No,LwQ,6.641182169740591,Unf,0.0,0.0,6.641182169740591,GasA,TA,Y,SBrkr,6.641182169740591,6.398594934535208,0.0,7.219642040130735,0.0,0.0,1,1,3,0.6931471805599453,TA,2.079441541679836,Min1,0.0,,Attchd,1970.0,Unf,2.0,440.0,TA,TA,Y,0.0,3.610917912644224,0.0,0.0,0.0,0.0,0.0,5,2009,WD,Normal,39,39,2.0,3.610917912644224,True,False,True
1335,1336,3.044522437723423,RL,4.394449154672439,9.174816815907135,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,5.8888779583328805,TA,TA,CBlock,Gd,TA,No,ALQ,6.532334292222349,Unf,0.0,6.499787040655854,7.208600337960199,GasA,TA,Y,SBrkr,7.19668657083435,0.0,0.0,7.19668657083435,0.0,0.6931471805599453,2,0,2,0.6931471805599453,TA,1.9459101490553128,Typ,0.6931471805599453,TA,Attchd,1977.0,RFn,2.0,630.0,TA,TA,Y,0.0,2.833213344056216,0.0,0.0,0.0,0.0,0.0,4,2009,WD,Normal,32,32,2.6931471805599454,2.833213344056216,True,True,True
1336,1337,4.51085950651685,RL,4.477336814478207,9.132054453577638,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,5,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,6.336825731146441,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,7.412764017426562,7.412764017426562,GasA,TA,Y,SBrkr,7.412764017426562,0.0,0.0,7.412764017426562,0.0,0.0,2,0,4,1.0986122886681098,TA,2.19722457733622,Typ,0.0,,Detchd,1973.0,Unf,2.0,506.0,TA,TA,Y,0.0,5.356586274672012,0.0,0.0,0.0,0.0,0.0,11,2008,WD,Normal,35,35,2.0,5.356586274672012,True,False,True
1337,1338,3.4339872044851463,RM,5.0369526024136295,8.323365694436081,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.542471960506805,6.542471960506805,Grav,Fa,N,FuseA,6.542471960506805,0.0,0.0,6.542471960506805,0.0,0.0,1,0,2,0.6931471805599453,Fa,1.6094379124341005,Typ,0.0,,,0.0,,0.0,0.0,,,N,0.0,3.044522437723423,0.0,0.0,0.0,0.0,0.0,3,2006,WD,Normal,65,56,1.0,3.044522437723423,True,False,False
1338,1339,4.110873864173311,RL,4.564348191467836,9.50680873170858,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.55250788703459,Unf,0.0,5.37989735354046,6.821107472256465,GasA,Ex,Y,SBrkr,6.825460036255307,6.848005274576363,0.0,7.529406457837013,1.0,0.0,2,1,3,0.6931471805599453,Gd,2.19722457733622,Typ,0.0,,BuiltIn,2002.0,RFn,2.0,492.0,TA,TA,Y,4.990432586778736,4.5217885770490405,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal,4,4,4.0,4.5217885770490405,True,False,True
1339,1340,3.044522437723423,RL,4.795790545596741,9.165447603085449,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,5.8888779583328805,Unf,0.0,6.22455842927536,6.762729506931879,GasA,Ex,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0.0,0.0,1,0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,,Attchd,1972.0,RFn,1.0,288.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal,34,34,1.0,0.0,True,False,True
1340,1341,3.044522437723423,RL,4.262679877041316,9.023408202624545,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.755768921984255,6.755768921984255,GasA,TA,Y,SBrkr,6.771935555839602,0.0,0.0,6.771935555839602,0.0,0.0,1,0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,,Detchd,1974.0,Unf,4.0,480.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal,36,36,1.0,0.0,True,False,True
1341,1342,3.044522437723423,RL,4.204692619390966,9.524859098381524,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,6.703188113240863,Unf,0.0,5.707110264748875,7.016609683894219,GasA,Ex,Y,SBrkr,7.016609683894219,0.0,0.0,7.016609683894219,1.0,0.0,1,0,3,0.6931471805599453,Gd,1.9459101490553128,Typ,0.0,,Detchd,2004.0,Unf,2.0,576.0,TA,TA,Y,0.0,4.3694478524670215,0.0,0.0,0.0,0.0,0.0,7,2008,WD,Normal,5,4,2.0,4.3694478524670215,True,False,True
1342,1343,4.110873864173311,RL,4.23410650459726,9.145908511816794,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.010635294096256,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.158513997329321,7.158513997329321,GasA,Ex,Y,SBrkr,7.158513997329321,6.786716950605081,0.0,7.682482446534506,0.0,0.0,2,1,3,0.6931471805599453,Gd,2.079441541679836,Typ,0.6931471805599453,Gd,Attchd,2002.0,RFn,2.0,647.0,TA,TA,Y,5.262690188904886,4.477336814478207,0.0,0.0,0.0,0.0,0.0,8,2007,WD,Normal,5,5,3.0,4.477336814478207,True,True,True
1343,1344,3.9318256327243257,RL,4.060443010546419,8.930494185292178,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,CompShg,BrkFace,Stone,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.799055862058796,6.799055862058796,GasA,Gd,Y,SBrkr,7.067319848653476,6.60934924316738,0.0,7.5569505720129,0.0,0.0,1,1,3,0.6931471805599453,TA,2.302585092994046,Typ,0.6931471805599453,TA,Detchd,1929.0,Unf,2.0,342.0,Fa,Fa,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2009,WD,Normal,81,59,2.0,0.0,True,True,True
1344,1345,4.110873864173311,RL,4.454347296253507,9.315060682746584,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.591673732008658,6.591673732008658,GasA,Ex,Y,SBrkr,6.591673732008658,6.591673732008658,0.0,7.284134806195205,0.0,0.0,2,1,3,0.6931471805599453,Gd,2.19722457733622,Typ,0.6931471805599453,TA,Attchd,2006.0,Fin,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2007,New,Partial,1,1,3.0,0.0,True,True,True
